Offence,Latitude,Longitude
Theft,47.61036262,-122.3089138
Public Nuisance,47.73275995,-122.3555682
Theft,47.56724308,-122.3134622
Theft,47.60957018,-122.3245839
Theft,47.5523443,-122.313483
Theft,47.65622656,-122.3350548
Theft,47.68673982,-122.3993698
Public Nuisance,47.54377966,-122.2968943
Theft,47.6995476,-122.3284779
Public Nuisance,47.60925299,-122.3373388
Theft,47.5808615,-122.4061583
Theft,47.67697524,-122.3201034
Theft,47.62779759,-122.363798
Theft,47.65969203,-122.3289928
Public Nuisance,47.55061696,-122.258073
Theft,47.54516406,-122.2851922
Theft,47.66429057,-122.3412247
Public Nuisance,47.6169873,-122.3208265
Theft,47.67303606,-122.3173635
Theft,47.69331364,-122.3539597
Theft,47.65281337,-122.3512876
Theft,47.64449267,-122.3252536
Theft,47.59135395,-122.334195
Theft,47.59829028,-122.3332614
Fraud,47.6304902,-122.3207365
Theft,47.62976201,-122.3003336
Theft,47.64259127,-122.3479626
Theft,47.65281337,-122.3512876
Theft,47.61470287,-122.2961755
Theft,47.54194475,-122.3751678
Theft,47.67695513,-122.3956815
Theft,47.68936805,-122.3095218
Theft,47.54677412,-122.3945194
Public Nuisance,47.66237199,-122.3578453
Theft,47.65911969,-122.3648853
Theft,47.62197426,-122.3183485
Theft,47.65011254,-122.3529074
Theft,47.66941415,-122.2857542
Theft,47.62803275,-122.3468908
Theft,47.62034258,-122.3528255
Fraud,47.6632366,-122.3539716
Public Nuisance,47.67018922,-122.359385
Theft,47.66192857,-122.3590248
Theft,47.68178445,-122.363921
Theft,47.68394757,-122.2852088
Theft,47.52773239,-122.3202625
Theft,47.53866259,-122.3392995
Theft,47.58535607,-122.3549418
Theft,47.66400406,-122.3142241
Public Nuisance,47.53522543,-122.3313293
Theft,47.53522543,-122.3313293
Theft,47.73332835,-122.3423832
Theft,47.66466413,-122.3351535
Theft,47.66237199,-122.3578453
Theft,47.5201123,-122.3591722
Theft,47.66570701,-122.3775536
Theft,47.53518975,-122.3766076
Public Nuisance,47.53518975,-122.3766076
Theft,47.68595988,-122.3293785
Public Nuisance,47.61177482,-122.3296707
Public Nuisance,47.53522543,-122.3313293
Theft,47.65409671,-122.4121166
Theft,47.61299081,-122.3458631
Theft,47.61911361,-122.3371606
Fraud,47.60933797,-122.3251391
Fraud,47.62262048,-122.3371469
Fraud,47.62743104,-122.3017405
Theft,47.68240763,-122.3228916
Theft,47.65601163,-122.3416314
Theft,47.69963092,-122.3486713
Theft,47.5361806,-122.3225753
Theft,47.64970651,-122.3505254
Theft,47.62151944,-122.355429
Theft,47.60951744,-122.3383483
Theft,47.66400406,-122.3142241
Theft,47.68947437,-122.3445163
Public Nuisance,47.67438485,-122.3268198
Missing,0.0,0.0
Theft,0.0,0.0
Theft,47.69141065,-122.3364503
Public Nuisance,47.54294056,-122.322909
Theft,47.64384193,-122.3258848
Theft,47.6232857,-122.3593321
Public Nuisance,47.6597699,-122.3949621
Theft,47.67273834,-122.3875868
Theft,47.6085242,-122.33744
Theft,47.60171758,-122.3311241
Public Nuisance,47.58182499,-122.3730797
Theft,47.61664361,-122.3540276
Theft,47.61356024,-122.3336067
Theft,47.51570247,-122.2829681
Theft,47.65905498,-122.3131878
Theft,47.65555412,-122.3284645
Theft,47.5588583,-122.2644092
Theft,47.60925299,-122.3373388
Public Nuisance,47.69029013,-122.3049411
Robbery,47.70917517,-122.3178617
Fraud,47.60218964,-122.3167819
Fraud,47.60218964,-122.3167819
Fraud,47.61351951,-122.3207714
Theft,47.52558632,-122.3518403
Theft,47.61940494,-122.3587075
Public Nuisance,47.6907698,-122.3068582
Fraud,47.62541058,-122.3443005
Theft,47.58504655,-122.3159847
Theft,47.62393445,-122.3580199
Others,47.5540902,-122.3110785
Public Nuisance,47.62511156,-122.2937773
Theft,47.60557243,-122.3270688
Theft,47.65412009,-122.3425013
Theft,47.61465549,-122.3207895
Fraud,47.62152983,-122.3230838
Theft,47.57152242,-122.3471887
Robbery,47.61965058,-122.3252936
Robbery,47.52648243,-122.3645171
Theft,47.60309155,-122.3050416
Fraud,47.57371751,-122.3141921
Robbery,47.55607872,-122.3869242
Fraud,47.6093176,-122.3404677
Fraud,47.67453805,-122.3674064
Theft,47.60647974,-122.2915573
Fraud,47.66212923,-122.3467121
Robbery,47.52102254,-122.365221
Theft,47.72503555,-122.3449968
Theft,47.67914193,-122.3472765
Theft,47.66981864,-122.3847426
Theft,47.67449816,-122.3915605
Theft,47.60774723,-122.3336587
Public Nuisance,47.67701239,-122.4015846
Public Nuisance,47.52211381,-122.3454499
Fraud,47.59135395,-122.334195
Public Nuisance,47.60434255,-122.3122115
Theft,47.67419576,-122.3875855
Theft,47.63290279,-122.3569935
Theft,47.57876777,-122.3290571
Fraud,47.68395313,-122.3077994
Theft,47.58943395,-122.3125671
Theft,47.6857672,-122.3019035
Theft,47.56790918,-122.3601404
Public Nuisance,47.68403314,-122.3908442
Theft,47.60087333,-122.3276597
Theft,47.6771391,-122.2995356
Theft,47.6475194,-122.3833526
Public Nuisance,47.53205806,-122.3363681
Theft,47.53205806,-122.3363681
Theft,47.66221425,-122.3184088
Theft,47.58189256,-122.3259752
Theft,47.66322168,-122.3590131
Theft,47.5565447,-122.381494
Theft,47.56381734,-122.365467
Theft,47.68548939,-122.3511604
Theft,47.69243644,-122.374104
Theft,47.66431736,-122.2982247
Public Nuisance,47.72232558,-122.3555447
Theft,47.54559328,-122.3764226
Theft,47.67839152,-122.3832205
Theft,47.71143694,-122.3555014
Fraud,47.70313122,-122.3217976
Theft,47.61962219,-122.3241356
Public Nuisance,47.68595988,-122.3293785
Theft,47.61647021,-122.2994258
Public Nuisance,47.62034258,-122.3528255
Theft,47.71597298,-122.3555235
Theft,47.67913583,-122.3454357
Public Nuisance,47.60601377,-122.3389803
Theft,47.61222607,-122.3114765
Theft,47.69918201,-122.3500137
Theft,47.67041659,-122.3200979
Theft,47.61427298,-122.281651
Public Nuisance,47.65908266,-122.3155003
Fraud,47.69190785,-122.3553127
Theft,47.69190785,-122.3553127
Fraud,47.60921862,-122.3147969
Theft,47.59959463,-122.3300105
Public Nuisance,47.55300094,-122.3870127
Public Nuisance,47.6074811,-122.3399356
Fraud,47.60619596,-122.3314721
Theft,47.62470227,-122.3266011
Theft,47.54472315,-122.3571541
Theft,47.6639568,-122.3803106
Theft,47.5818954,-122.3351247
Public Nuisance,47.67882425,-122.4010882
Theft,47.61575309,-122.3445849
Public Nuisance,47.65075452,-122.345991
Theft,47.67456834,-122.3143405
Theft,47.59921751,-122.3128573
Theft,47.61575309,-122.3445849
Theft,47.52103205,-122.3564697
Theft,47.71354798,-122.3448343
Theft,47.66786058,-122.2970705
Fraud,47.69056258,-122.3445219
Theft,47.60129664,-122.3302665
Theft,47.59083376,-122.3117735
Theft,47.66570139,-122.3735917
Public Nuisance,47.68775926,-122.3854043
Public Nuisance,47.68775926,-122.3854043
Theft,47.61293883,-122.3447833
Theft,47.6839538,-122.3040124
Theft,47.57684613,-122.2923685
Traffic Law,47.53943363,-122.3197814
Theft,47.6128322,-122.3337075
Theft,47.69498688,-122.327081
Theft,47.58293703,-122.3341993
Theft,47.60875623,-122.3368846
Theft,47.55445537,-122.2834867
Theft,47.607515,-122.3342135
Theft,47.65025942,-122.320876
Theft,47.63348441,-122.3410996
Theft,47.5777271,-122.3332707
Sex Crime,0.0,0.0
Theft,47.54706873,-122.2859474
Gun Violence,47.66399625,-122.313088
Theft,47.66399625,-122.313088
Sex Crime,47.7032406,-122.3446726
Theft,47.65143871,-122.3506408
Robbery,47.66827912,-122.3762151
Theft,47.62653324,-122.3242663
Theft,47.59135395,-122.334195
Theft,47.60168757,-122.3135197
Fraud,47.6894572,-122.3418213
Theft,47.57384088,-122.3887394
Theft,47.62957479,-122.3572705
Public Nuisance,47.69062539,-122.3606475
Theft,47.60774723,-122.3336587
Drugs,47.60774723,-122.3336587
Theft,47.62456433,-122.3488768
Public Nuisance,47.60351535,-122.3174422
Traffic Law,47.58927038,-122.334196
Traffic Law,47.55222696,-122.305133
Public Nuisance,47.6084931,-122.3407976
Drugs,47.61605329,-122.3361655
Theft,47.59239522,-122.3332624
Theft,47.56115586,-122.3928474
Public Nuisance,47.56411195,-122.2807504
Sex Crime,0.0,0.0
Theft,47.69494789,-122.3216882
Public Nuisance,47.6545251,-122.3203326
Theft,47.61664361,-122.3540276
Theft,47.51644649,-122.3591894
Sex Crime,0.0,0.0
Theft,47.52646939,-122.3246809
Theft,47.73167696,-122.3477718
Theft,47.56182383,-122.3107906
Theft,47.66053224,-122.313149
Theft,47.58208971,-122.3851371
Robbery,47.53704403,-122.2823449
Public Nuisance,47.52240866,-122.2644964
Theft,47.61352218,-122.3268303
Theft,47.61239802,-122.3408925
Theft,47.63825595,-122.3483049
Theft,47.61021404,-122.3366834
Theft,47.69326938,-122.3424022
Theft,47.61859552,-122.3537511
Arson,47.64565338,-122.3825447
Theft,47.68180387,-122.3512439
Theft,47.59403974,-122.3341923
Theft,47.61299081,-122.3458631
Theft,47.60412808,-122.3234439
Theft,47.65982969,-122.3160489
Theft,47.6687698,-122.3544076
Public Nuisance,47.68595821,-122.3778666
Public Nuisance,47.72777016,-122.3477245
Theft,47.68493459,-122.3930241
Robbery,47.66221425,-122.3184088
Theft,47.54037688,-122.3630487
Theft,47.54037688,-122.3630487
Theft,47.55290347,-122.3789734
Theft,47.6913583,-122.3683263
Theft,47.63658318,-122.3190299
Theft,47.61655803,-122.3320674
Fraud,47.601721,-122.3331968
Theft,47.60287059,-122.3240927
Public Nuisance,47.57147529,-122.2929052
Fraud,47.62511902,-122.3272451
Theft,47.61508492,-122.3474203
Theft,47.61430799,-122.3500738
Theft,47.71655268,-122.3355453
Theft,47.62847356,-122.3475402
Theft,47.69129533,-122.3472106
Theft,47.63727212,-122.3405195
Theft,47.60979654,-122.2829908
Fraud,47.66038221,-122.3187824
Fraud,47.66489281,-122.3119374
Theft,47.61344689,-122.340683
Theft,47.5721974,-122.3835795
Theft,47.67851586,-122.30388
Theft,47.73140585,-122.3555652
Theft,47.6687698,-122.3544076
Theft,47.64025872,-122.3020723
Theft,47.52655428,-122.3301883
Theft,47.60905306,-122.3394586
Theft,47.70858578,-122.3219184
Theft,47.6198982,-122.322206
Theft,47.66702525,-122.3804747
Robbery,47.57772731,-122.3337363
Theft,47.58841254,-122.3062339
Theft,47.59750945,-122.3196446
Theft,47.54667844,-122.276548
Fraud,47.60171758,-122.3311241
Public Nuisance,47.64918309,-122.3339004
Fraud,47.61177482,-122.3296707
Theft,47.66107885,-122.3500358
Fraud,47.59378886,-122.3099342
Theft,47.7086028,-122.3246152
Theft,47.57371751,-122.3141921
Theft,47.57712958,-122.2854747
Theft,47.62263009,-122.3397558
Fraud,47.69478363,-122.2973525
Traffic Law,47.53537395,-122.3150154
Robbery,47.61875901,-122.3182154
Sex Crime,47.61875901,-122.3182154
Public Nuisance,47.5290114,-122.321557
Theft,47.63613591,-122.3519621
Theft,47.58099444,-122.3001668
Theft,47.66866365,-122.3721741
Public Nuisance,47.63536953,-122.3254008
Fraud,47.6093176,-122.3404677
Theft,47.61416338,-122.3409034
Theft,47.59751298,-122.325062
Public Nuisance,47.71959953,-122.354873
Theft,47.67161721,-122.3156627
Sex Crime,47.61356024,-122.3336067
Robbery,47.65909623,-122.3166363
Gun Violence,47.65909623,-122.3166363
Theft,47.56495595,-122.3182993
Theft,47.65094005,-122.3544813
Fraud,47.67771309,-122.3794437
Public Nuisance,47.66568688,-122.3173956
Theft,47.6204918,-122.3208823
Public Nuisance,47.60351535,-122.3174422
Theft,47.59919832,-122.3299772
Sex Crime,47.6210711,-122.3215583
Theft,47.63103937,-122.3919708
Theft,47.64030218,-122.3429801
Theft,47.61466515,-122.3194561
Drugs,47.61757129,-122.3208358
Public Nuisance,47.68041392,-122.3853721
Public Nuisance,47.66398823,-122.3119516
Theft,47.5749789,-122.3290589
Theft,47.60130276,-122.3341801
Fraud,47.55566896,-122.275368
Theft,47.62958004,-122.3202109
Public Nuisance,47.64562239,-122.3245238
Fraud,47.64688608,-122.3529
Theft,47.61935846,-122.3047543
Theft,47.62152029,-122.3220331
Fraud,47.71122156,-122.3081393
Theft,47.66789134,-122.3762157
Theft,47.72184683,-122.3449618
Theft,47.62624966,-122.3547336
Fraud,47.60705029,-122.3353237
Theft,47.6176006,-122.3168913
Theft,47.61190423,-122.3359285
Theft,47.53278124,-122.3539219
Public Nuisance,47.59305764,-122.3038704
Fraud,47.65414293,-122.3525961
Theft,47.686938,-122.3431546
Theft,47.65486187,-122.3599506
Theft,47.62470227,-122.3266011
Theft,47.6143914,-122.3383143
Theft,47.57967225,-122.2991587
Theft,47.55409547,-122.3122939
Theft,47.67862061,-122.3778401
Theft,47.52513641,-122.2655639
Theft,47.52192018,-122.3506271
Theft,47.62637124,-122.3547323
Theft,47.70661317,-122.2811901
Theft,47.61222186,-122.3445627
Theft,47.52001979,-122.2589181
Theft,47.60169935,-122.3201595
Theft,47.60049672,-122.3192221
Theft,47.63486555,-122.3246574
Theft,47.61037403,-122.3115249
Theft,47.71498451,-122.3287809
Theft,47.61114287,-122.3482564
Theft,47.628022,-122.34424
Theft,47.67093691,-122.3586786
Theft,47.61114287,-122.3482564
Theft,47.66504201,-122.3562733
Public Nuisance,47.61767457,-122.3051476
Public Nuisance,47.61323361,-122.3294691
Public Nuisance,47.50551787,-122.3787558
Theft,47.63656019,-122.3271166
Theft,47.69128701,-122.3189613
Sex Crime,0.0,0.0
Public Nuisance,47.68966673,-122.3768028
Traffic Law,47.57588016,-122.4087787
Theft,47.69417658,-122.3429509
Public Nuisance,47.61600093,-122.3350861
Theft,47.52192464,-122.3516949
Theft,47.6947653,-122.2946554
Fraud,47.63741346,-122.3537728
Theft,47.6841481,-122.3767833
Theft,47.63145022,-122.3476408
Theft,47.64898029,-122.342754
Theft,47.67118409,-122.2693972
Theft,47.68964289,-122.3943969
Public Nuisance,47.61362233,-122.3370146
Theft,47.57835453,-122.401469
Public Nuisance,47.6621322,-122.3479593
Fraud,47.54393822,-122.2618016
Public Nuisance,47.67565887,-122.3543516
Public Nuisance,47.61921955,-122.3259367
Gun Violence,47.52378124,-122.2765151
Traffic Law,47.7018,-122.3473466
Public Nuisance,47.66865139,-122.3936836
Traffic Law,47.7086545,-122.3326533
Theft,47.6140898,-122.3187939
Traffic Law,47.62198256,-122.3265854
Theft,47.6140898,-122.3187939
Traffic Law,47.60794453,-122.3284708
Drugs,47.60046424,-122.3308075
Public Nuisance,47.60004523,-122.3348257
Theft,47.70082114,-122.3554078
Traffic Law,47.66146817,-122.3696925
Public Nuisance,47.60171616,-122.3302648
Theft,47.60702784,-122.3410296
Theft,47.66941959,-122.2926428
Drugs,47.59582498,-122.3192155
Theft,47.59428169,-122.3165771
Fraud,47.53644387,-122.2701547
Theft,47.59242872,-122.3239101
Theft,47.71717447,-122.3448961
Theft,47.71039668,-122.3206032
Theft,47.67658302,-122.3150054
Fraud,47.61289773,-122.3368377
Theft,47.5360414,-122.3612977
Theft,47.6934619,-122.3337779
Fraud,47.66127317,-122.3137077
Public Nuisance,47.68982741,-122.3431709
Fraud,47.54669394,-122.3295862
Theft,47.66743399,-122.3861595
Fraud,47.67856704,-122.3908102
Public Nuisance,47.66397982,-122.3108159
Public Nuisance,47.62241979,-122.2871503
Fraud,47.53844228,-122.3876806
Theft,47.56391748,-122.3135066
Theft,47.61132124,-122.3373204
Theft,47.65622656,-122.3350548
Theft,47.65849092,-122.3208416
Fraud,47.55741223,-122.3348601
Theft,47.59602511,-122.3011699
Missing,0.0,0.0
Fraud,47.61201358,-122.3402422
Robbery,47.6932094,-122.3378135
Theft,47.66224818,-122.3240231
Theft,47.68766501,-122.356637
Theft,47.65308795,-122.3722906
Fraud,47.57873795,-122.3100183
Theft,47.56019555,-122.3854835
Theft,47.65709593,-122.2813968
Public Nuisance,47.61096837,-122.3141316
Sex Crime,0.0,0.0
Theft,47.57075994,-122.2910103
Fraud,47.62394954,-122.3619389
Fraud,47.70307629,-122.3136926
Public Nuisance,47.52738605,-122.3604648
Theft,47.5222539,-122.3218167
Theft,47.5222539,-122.3218167
Traffic Law,47.67684225,-122.3832143
Theft,47.72275671,-122.3449719
Robbery,47.59428169,-122.3165771
Theft,47.63841441,-122.4108402
Theft,47.67831085,-122.3282769
Traffic Law,47.69064043,-122.3633204
Public Nuisance,47.53154278,-122.279449
Theft,47.54392992,-122.3626363
Theft,47.62455977,-122.3469186
Public Nuisance,47.5938359,-122.3332687
Theft,47.64067899,-122.3761597
Theft,47.60351194,-122.3154858
Traffic Law,47.62889601,-122.3435358
Theft,47.62258111,-122.3342767
Fraud,47.66400406,-122.3142241
Theft,47.69063291,-122.361984
Public Nuisance,47.6199673,-122.312719
Theft,47.68630425,-122.3367472
Theft,47.64689532,-122.359462
Theft,47.66155887,-122.3047622
Traffic Law,47.60655275,-122.3317981
Theft,47.59421411,-122.3102589
Fraud,47.65163306,-122.3214315
Theft,47.61597109,-122.3528875
Theft,47.61907481,-122.324008
Public Nuisance,47.61409149,-122.3249861
Arson,47.60087712,-122.3302681
Sex Crime,47.71957221,-122.3449368
Fraud,47.71354798,-122.3448343
Theft,47.66648792,-122.3326248
Theft,47.60947933,-122.3283394
Public Nuisance,47.60351535,-122.3174422
Drugs,47.60171616,-122.3302648
Theft,47.59678343,-122.3332682
Sex Crime,47.71957221,-122.3449368
Theft,47.61064592,-122.3340104
Theft,47.64016195,-122.3700884
Theft,47.58209531,-122.3865124
Theft,47.57629106,-122.2936076
Theft,47.58473824,-122.3904873
Theft,47.59835286,-122.3257113
Drugs,47.52643322,-122.3416527
Robbery,47.52643322,-122.3416527
Drugs,47.6938234,-122.3445607
Sex Crime,0.0,0.0
Traffic Law,47.57980945,-122.3290565
Sex Crime,47.71717447,-122.3448961
Theft,47.68084461,-122.3249164
Fraud,47.62253534,-122.3157136
Theft,47.61079035,-122.3441233
Theft,47.54925505,-122.3295808
Sex Crime,47.70142998,-122.3446511
Theft,47.70761395,-122.3124302
Theft,47.64862037,-122.3363445
Public Nuisance,47.62024125,-122.3317002
Others,0.0,0.0
Drugs,47.6922151,-122.3499313
Drugs,47.6922151,-122.3499313
Public Nuisance,47.60628563,-122.3277215
Sex Crime,0.0,0.0
Theft,47.6121175,-122.3424026
Theft,47.6121175,-122.3424026
Theft,47.58295413,-122.3016639
Drugs,47.69092488,-122.3445262
Drugs,47.58099554,-122.3016575
Drugs,47.58099554,-122.3016575
Public Nuisance,47.53657971,-122.3613101
Theft,47.68911186,-122.3579763
Theft,47.66400406,-122.3142241
Theft,47.60878866,-122.3384495
Public Nuisance,47.61010309,-122.3415577
Fraud,47.61408516,-122.3194468
Theft,47.6375067,-122.3271146
Theft,47.6444942,-122.3267597
Theft,47.57665156,-122.3342025
Theft,47.67162969,-122.3748963
Theft,47.6145776,-122.3279154
Theft,47.69056669,-122.3458645
Theft,47.57147529,-122.2929052
Theft,47.61294162,-122.300764
Theft,47.55120559,-122.3870647
Theft,47.52678337,-122.3927558
Theft,47.67306163,-122.2953658
Theft,47.69162637,-122.2835782
Fraud,47.63697967,-122.3917001
Theft,47.53103049,-122.349323
Theft,47.5273804,-122.3658614
Robbery,47.59919689,-122.3289675
Theft,47.5272823,-122.2713992
Fraud,47.72579328,-122.3180379
Theft,47.55300094,-122.3870127
Theft,47.62313645,-122.3230579
Theft,47.60878866,-122.3384495
Theft,47.67279379,-122.32006
Theft,47.72579328,-122.3180379
Theft,47.55319062,-122.2604683
Sex Crime,0.0,0.0
Public Nuisance,47.6856282,-122.2662172
Theft,47.56450076,-122.3419727
Public Nuisance,47.60000588,-122.3115748
Public Nuisance,47.60000588,-122.3115748
Public Nuisance,47.60000588,-122.3115748
Robbery,47.60773005,-122.3313425
Theft,47.60925299,-122.3373388
Theft,47.56298058,-122.3522308
Robbery,47.53797001,-122.2815463
Theft,47.5765109,-122.3792008
Public Nuisance,47.60773005,-122.3313425
Robbery,47.60773005,-122.3313425
Theft,47.69873276,-122.3512552
Theft,47.52263757,-122.3149749
Theft,47.68353886,-122.3269602
Theft,47.69057174,-122.3936432
Theft,47.69057174,-122.3936432
Theft,47.61465314,-122.3268123
Theft,47.69532347,-122.309476
Theft,47.5494509,-122.3911771
Theft,47.70139123,-122.3627298
Fraud,47.70139123,-122.3627298
Theft,47.70980202,-122.2805986
Theft,47.62311779,-122.3323591
Public Nuisance,47.54486287,-122.3864836
Fraud,47.60412808,-122.3234439
Theft,47.53364289,-122.3859974
Theft,47.51116599,-122.2475721
Theft,47.66866614,-122.3749015
Theft,47.56888116,-122.289922
Theft,47.66866614,-122.3749015
Theft,47.66866614,-122.3749015
Theft,47.53282489,-122.3752588
Theft,47.66711713,-122.2976329
Theft,47.60773163,-122.3393363
Theft,47.61334267,-122.3385235
Theft,47.72995391,-122.3396424
Drugs,47.60046424,-122.3308075
Drugs,47.60046424,-122.3308075
Fraud,47.62597678,-122.321315
Sex Crime,0.0,0.0
Robbery,47.62455977,-122.3469186
Public Nuisance,47.62455977,-122.3469186
Robbery,47.61190423,-122.3359285
Robbery,47.61132124,-122.3373204
Fraud,47.60453069,-122.3207449
Missing,0.0,0.0
Theft,47.60588517,-122.3167806
Public Nuisance,47.65089601,-122.3982467
Traffic Law,47.69327651,-122.3434782
Theft,47.61811628,-122.3267464
Theft,47.60351194,-122.3154858
Sex Crime,0.0,0.0
Drugs,47.61508874,-122.3454439
Theft,47.66827912,-122.3762151
Sex Crime,0.0,0.0
Public Nuisance,47.54385091,-122.3711809
Public Nuisance,47.70587544,-122.3372988
Fraud,47.51371725,-122.3736304
Theft,47.69704501,-122.2905441
Theft,47.60378135,-122.3384241
Theft,47.6257984,-122.325321
Fraud,47.54449585,-122.394226
Theft,47.61163943,-122.3349184
Traffic Law,47.58119535,-122.3865458
Fraud,47.59980121,-122.3022349
Missing,0.0,0.0
Theft,47.64050573,-122.3635989
Drugs,47.57876967,-122.3351259
Theft,47.57876967,-122.3351259
Theft,47.67578296,-122.3113938
Public Nuisance,47.62719432,-122.3573428
Fraud,47.54517824,-122.3301864
Theft,47.61296907,-122.328459
Theft,47.66400406,-122.3142241
Public Nuisance,47.68366976,-122.3444863
Theft,47.5360414,-122.3612977
Fraud,47.71717447,-122.3448961
Missing,0.0,0.0
Theft,47.66503444,-122.3402075
Theft,47.62469409,-122.3219829
Theft,47.61192641,-122.3236685
Theft,47.58501972,-122.3032572
Theft,47.66899662,-122.3094261
Theft,47.67187135,-122.3167496
Theft,47.51827803,-122.3551548
Drugs,47.60633736,-122.3346715
Theft,47.61210339,-122.3338081
Theft,47.56174785,-122.2744782
Theft,47.66646689,-122.3847501
Public Nuisance,47.65649926,-122.3623432
Theft,47.65739441,-122.3350385
Theft,47.54824144,-122.3212333
Theft,47.60000588,-122.3115748
Theft,47.66954025,-122.399721
Theft,47.66866614,-122.3749015
Theft,47.66866614,-122.3749015
Theft,47.5594237,-122.2688099
Theft,47.68130574,-122.3908348
Theft,47.63871367,-122.3429223
Theft,47.64312027,-122.3440707
Theft,47.55001613,-122.321906
Fraud,47.54713333,-122.2737124
Theft,47.63656014,-122.3513492
Theft,47.60857252,-122.3438911
Fraud,47.5289135,-122.2880592
Theft,47.71156417,-122.3734134
Theft,47.61213646,-122.3353731
Theft,47.59292005,-122.3070925
Theft,47.68048719,-122.3725506
Fraud,47.61190423,-122.3359285
Theft,47.61704124,-122.3127566
Theft,47.67221694,-122.319383
Theft,47.65709593,-122.2813968
Theft,47.6232983,-122.3626612
Theft,47.67214891,-122.2953625
Theft,47.60088199,-122.3332002
Theft,47.66310579,-122.3152627
Public Nuisance,47.70403533,-122.3212515
Theft,47.61151041,-122.3286618
Theft,47.62208691,-122.350854
Theft,47.6111424,-122.3344638
Theft,47.62388673,-122.3423554
Theft,47.617225,-122.3312087
Theft,47.63727212,-122.3405195
Theft,47.61932364,-122.3208637
Theft,47.6891174,-122.3089783
Public Nuisance,47.62719239,-122.3566896
Theft,47.67034743,-122.296214
Public Nuisance,47.65945594,-122.3177517
Theft,47.68564978,-122.3377949
Theft,47.60647838,-122.3378706
Theft,47.51470915,-122.3874276
Theft,47.65342219,-122.3894184
Theft,47.61120103,-122.3391205
Theft,47.51354193,-122.2836464
Public Nuisance,47.67236483,-122.3805044
Theft,47.64970651,-122.3505254
Theft,47.59835286,-122.3257113
Theft,47.65189858,-122.3212861
Traffic Law,47.6829262,-122.2636914
Public Nuisance,47.73167696,-122.3477718
Others,0.0,0.0
Traffic Law,47.64096165,-122.3425346
Public Nuisance,47.58034605,-122.4052201
Robbery,47.66218058,-122.3131157
Public Nuisance,47.58501972,-122.3032572
Fraud,47.56155291,-122.3774526
Theft,47.68966673,-122.3768028
Public Nuisance,47.60351535,-122.3174422
Fraud,47.61480495,-122.351906
Drugs,47.59923284,-122.2974147
Traffic Law,47.59923284,-122.2974147
Theft,47.70562364,-122.3231891
Drugs,47.61503675,-122.344364
Fraud,47.71823885,-122.2951499
Theft,47.72414184,-122.3555488
Fraud,47.52994002,-122.2699882
Public Nuisance,47.63188738,-122.3704085
Theft,47.56114292,-122.2992931
Theft,47.61408516,-122.3194468
Sex Crime,47.56108917,-122.3861181
Theft,47.60890146,-122.3444419
Theft,47.7194587,-122.3194983
Theft,47.67669704,-122.3016939
Theft,47.60640699,-122.3408737
Robbery,47.55021522,-122.3243862
Theft,47.62457135,-122.3521398
Theft,47.69056458,-122.2907038
Theft,47.58506555,-122.3213939
Theft,47.6204918,-122.3208823
Public Nuisance,47.59665538,-122.3276806
Theft,47.69314338,-122.3243747
Theft,47.5415685,-122.2764598
Harrassment,47.54334819,-122.2767502
Fraud,47.69835277,-122.2879394
Theft,47.62543524,-122.3508273
Theft,47.6534133,-122.3425383
Theft,47.65582183,-122.3735749
Public Nuisance,47.66129196,-122.3165789
Theft,47.66124046,-122.2972223
Theft,47.61661283,-122.3331476
Theft,47.69515165,-122.3633515
Theft,47.70055347,-122.3387675
Theft,47.64680583,-122.4095723
Theft,47.55999489,-122.2719529
Theft,47.72709723,-122.3171289
Theft,47.61051065,-122.339257
Theft,47.53987495,-122.3879009
Theft,47.62265883,-122.3475872
Public Nuisance,47.67594863,-122.3749781
Theft,47.6296551,-122.3286106
Theft,47.52558632,-122.3518403
Theft,47.53995594,-122.3643971
Theft,47.51545657,-122.2654081
Theft,47.62604316,-122.3265732
Public Nuisance,47.6161057,-122.3372444
Theft,47.61491692,-122.3501117
Theft,47.55837908,-122.3642437
Theft,47.62211557,-122.3586874
Theft,47.61477578,-122.3389643
Theft,47.56921399,-122.3774433
Theft,47.66866614,-122.3749015
Theft,47.58336519,-122.3213955
Fraud,47.66749153,-122.3130342
Fraud,47.617225,-122.3312087
Public Nuisance,47.68595988,-122.3293785
Theft,47.66146174,-122.3650898
Fraud,47.57823084,-122.4000413
Theft,47.56883596,-122.2828914
Theft,47.67034823,-122.2972696
Theft,47.59576887,-122.2902725
Theft,47.69963092,-122.3486713
Theft,47.6802234,-122.397044
Theft,47.57155095,-122.283002
Theft,47.61210339,-122.3338081
Theft,47.62028978,-122.3384704
Public Nuisance,47.60280437,-122.3360439
Theft,47.58950271,-122.3941263
Theft,47.63727212,-122.3405195
Theft,47.65848703,-122.3187916
Theft,47.62034258,-122.3528255
Theft,47.664986,-122.3253311
Fraud,47.65433282,-122.3397465
Public Nuisance,47.69871766,-122.345966
Theft,47.64517174,-122.390241
Theft,47.66212703,-122.3370549
Theft,47.6675054,-122.3163007
Theft,47.67729636,-122.318739
Theft,47.66937359,-122.3293836
Theft,47.52011422,-122.3551346
Public Nuisance,47.56744279,-122.3632965
Theft,47.64829623,-122.3324939
Theft,47.72668089,-122.3160834
Sex Crime,0.0,0.0
Theft,47.51985178,-122.2680301
